40010,0,0,0,0,0,0,0,30013,0,0,0,10200,0,0,0,0,40214,40214,40214,30013,0,0,0,0,0,0,0,0,0,0,0
40010,0,40005,40005,40005,0,40006,21606,30013,40005,40005,40005,0,0,0,0,0,0,0,0,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013
40010,0,40005,20205,40005,0,20306,40006,30013,40005,40005,20405,0,0,0,0,0,22914,20114,20114,30013,0,0,0,0,0,0,40009,40009,40009,0,0
40010,0,0,0,30013,30013,30013,30013,30013,30013,30013,30013,0,0,0,0,0,0,0,0,30013,0,0,0,0,0,0,40009,40009,21908,0,0
40010,40010,40011,40011,40005,40005,0,0,0,21806,40006,30013,0,0,23114,0,20314,40009,40009,21609,30013,20108,40008,40008,40008,0,0,40009,20209,40009,0,0
40010,40010,40011,40011,40005,20405,0,0,0,20306,40006,30013,0,0,20414,0,20314,40009,40009,40009,30013,40008,40008,40008,20408,0,0,0,0,0,0,0
40010,40010,40005,40005,40005,0,40006,20106,30013,30013,30013,30013,0,0,20414,0,20314,40009,20209,40009,30013,40008,40008,40008,40008,0,0,0,0,0,0,10300
40010,40010,40005,20205,40005,0,21806,40006,30013,0,0,0,0,0,30013,30013,30013,30013,30013,30013,30013,40008,40008,40008,40008,0,0,0,0,0,0,0
40010,40010,30013,30013,30013,30013,30013,30013,30013,0,40015,40015,40015,0,30013,0,30001,0,0,0,0,0,0,0,0,0,0,20414,0,20314,0,0
40010,40005,40005,40005,0,30002,0,0,30013,0,40015,40015,40015,0,30013,0,0,0,0,30001,0,40007,20107,40007,0,40012,0,20414,0,20314,0,0
40010,40005,20205,40005,0,0,40006,20406,30013,0,0,0,0,0,30013,40006,22006,0,22206,40006,0,20307,40007,40007,0,0,0,20414,0,20314,0,0
40010,0,0,0,30002,0,21806,40006,30013,0,0,22014,0,22214,30013,40006,40006,0,40006,40006,0,40007,40007,21907,0,0,0,23114,0,23014,0,0
40010,40005,20105,40005,30013,30013,30013,30013,30013,0,0,20414,0,20314,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013
40010,40005,40005,40005,30013,0,0,0,30001,0,0,20414,0,20314,30013,40006,20406,0,0,0,0,40006,20406,0,40007,40007,40007,30013,40009,40009,40009,0
40010,40005,40005,40005,30013,21606,20406,0,0,0,0,20414,0,20314,30013,21706,40006,0,0,0,0,40006,21706,0,20307,40007,40007,30013,40009,40009,40009,0
40010,40005,20205,40005,30013,40006,40006,0,30001,22814,22814,20214,20214,20214,30013,0,30001,0,0,30001,0,0,0,0,22607,40007,40007,30013,21709,20209,40009,0
40010,0,0,30002,30013,30013,30013,30013,30013,0,0,0,0,0,30013,0,0,0,0,0,0,0,0,30001,0,0,0,30013,0,0,0,0
40010,40005,40005,40005,0,40006,21906,0,30013,20114,20114,20114,20114,20114,30013,0,40007,20107,40007,0,0,0,0,0,40007,21607,40007,30013,22014,0,20314,20214
40010,40005,20205,40005,0,20306,40006,0,30013,30013,30013,30013,30013,30013,30013,0,21807,40007,20407,0,22206,40006,0,0,20307,40007,40007,30013,0,0,0,0
40010,30002,0,30001,0,0,0,30001,30013,40011,0,0,0,0,0,0,40007,40007,40007,0,40006,40006,0,0,20307,40007,40007,30013,20414,0,20314,22914
40010,40005,40005,40005,0,40006,20406,0,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,20414,0,20314,0
30002,40005,20205,40005,0,21806,40006,0,30013,0,30001,20214,20214,20214,20214,20214,22514,0,30001,0,40005,40005,40005,40010,0,0,0,0,40414,0,40314,0
0,0,0,0,0,30001,0,0,30013,0,0,0,0,0,0,0,0,0,0,0,40005,20205,40005,40010,40015,40015,40015,40015,40015,40015,40015,40015
0,30001,0,0,0,0,10500,0,30013,40011,0,22314,20114,20114,20114,20114,20114,10500,0,0,0,0,40010,40010,40015,40015,40015,40015,40015,40015,40015,40015
